author,bookformat,desc,genre,img,isbn,link,pages,title,quantity
Cara Summers,Paperback,"Why are the bad ones always so very, very good?,FBI special agent Nicola Guthrie is on her first field assignment. Her job? To find security expert turned art thief Gabe Wilder. She knows this is her big break. She ,has, to get her man.,And late one night, she does. Not to mention a whole lot more! Who knew her traitorous body would respond so strongly to Gabe's sensuous lips...his tall, strong body...her own irresistible need?,Gabe can't believe that Nicola still thinks he's the bad guy! Then again, he's almost tempted to fess up, just so he can keep tasting her incredible mouth.,Still, they have a job to do. A daring criminal is terrorizing the city's wealthiest art collectors. Gabe and Nicola quickly realize that the smartest way to catch their quarry is to join forces.,Of course, they'll have to find their way out of bed first...","Romance,Harlequin,Harlequin Blaze,Romance,Contemporary Romance,Contemporary,Category Romance,Harlequin",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315762039l/10086284.jpg,373795971,https://goodreads.com/book/show/10086284-take-my-breath-away,217,Take My Breath Away...(Harlequin Blaze #593),26
"Judy Finchler,Kevin O'Malley",Hardcover,"Miss Malarkey can make a reader out of anyone.,Principal Wiggins promises to dye his hair purple and sleep on the school roof if the students read 1,000 books this year. Miss Malarkey is determined to find the right book for each student so they'll participate in the school program, and learn to love reading. She's got a tough audience -- video game fanatics, artists, sports lovers -- nonreaders all. But she won't give up until Principal Wiggins can flip his purple wig.,With all the new pressures being put on teachers these days, the one thing everyone agrees about is the need for all children to learn to love reading. Now, the best-selling Miss Malarkey series uses all the programs and initiatives developed to help children read as fodder for the humor mill, keeping everyone laughing about this important topic. No teacher, librarian or parent should leave this book behind!","Childrens,Picture Books,Childrens,Academic,School,Fiction,Realistic Fiction,Humor,Writing,Books About Books,Teaching,School,Back To School,Academic,Teachers",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316727969l/1008631.jpg,802780849,https://goodreads.com/book/show/1008631.Miss_Malarkey_Leaves_No_Reader_Behind,32,Miss Malarkey Leaves No Reader Behind,3
Joe Thorn,Paperback,"We need good preaching--preaching that challenges us by God's Word and brings the comfort that comes from God's promises. Yet many of us rely solely on others to preach to us and are not benefitting from the kind of preaching that should be most consistent and personal--preaching to ourselves.,Note to Self, is a practical introduction to this daily discipline. Pastor Joe Thorn delivers fifty brief, devotional chapters that model preaching the gospel to ourselves and its practical implications. Readers will be challenged by the book's direct, personal exhortations to apply the law and the gospel to their own lives.","Christian,Religion,Theology,Christian,Christian Living,Religion,Christianity,Nonfiction,Religion,Faith,Psychology,Counselling,Christianity,Discipleship,Self Help,Christian,Christian Non Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369818872l/10086366.jpg,1433522063,https://goodreads.com/book/show/10086366-note-to-self,137,Note to Self: The Discipline of Preaching to Yourself,113
Barbara G. Walker,Paperback,"This excellent learn-to-knit book is ideal for new and intermediate knitters. Following instructions for basic casting on and stitch structure, a logical progression of patterns will lead you through: knit-purl, mosaic, slip stitch, twist-stitch patterns, cables, increase/decrease, and lace. When the 63rd square is finished, there will be very little you do not know about stitch-pattern techniques, and you will have a snug and beautiful afghan as a bonus.,The book sections are set up as follows:,INTRODUCTION,BEGINNER'S BASICS,THE LEARN-TO-KNIT AFGHAN,SECTION I - KNIT-PURL COMBINATIONS (SQUARES 1-8),SECTION II - MOSAIC PATTERNS (SQUARES 9-16),SECTION III - SLIP-STITCH PATTERNS (SQUARES 17-24),SECTION IV - TWIST-STITCH PATTERNS (SQUARES 25-32),SECTION V - CABLES (SQUARES 33-40),SECTION VI - INCREASE-AND-DECREASE PATTERNS (SQUARES 41-48),SECTION VII - LACE (SQUARES 49-56),SECTION VIII - SPECIAL TECHNIQUES (SQUARES 57-63),BLOCKING, FINISHING AND JOINING","Crafts,Knitting,Art,Crafts",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387745615l/1008637.jpg,942018133,https://goodreads.com/book/show/1008637.Learn_To_Knit_Afghan_Book,161,Learn-To-Knit-Afghan Book,73
"Joanne Stepaniak,Vesanto Melina",Paperback,"When parents choose a vegetarian lifestyle for their child, it can set family fingers wagging in dietary disapproval. It's no easier on steak-loving parents when Junior announces he's sworn off meat. With the strategies in ,Raising Vegetarian Children,, parents can ease family tensions and learn to accommodate the nutritional and emotional needs of their vegetarian offspring.,It includes a detailed explanation of the Vegetarian Food Pyramid and its vitamin- and protein-rich foods, allays concerns over dietary gaps, and is packed with recipes that will please any growing vegetarian, from infant to teenager.","Food and Drink,Food,Parenting,Food and Drink,Cookbooks,Food and Drink,Vegetarian,Nonfiction,Health,Nutrition,Health",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347576291l/1008645.jpg,658021559,https://goodreads.com/book/show/1008645.Raising_Vegetarian_Children,300,Raising Vegetarian Children: A Guide to Good Health and Family Harmony,32
Barbara G. Walker,Paperback,"A probing account of the honored place of older women in ancient matriarchal societies restores to contemporary women an energizing symbol of self-value, power, and respect.","Spirituality,Feminism,Nonfiction,Womens,History,Religion,Feminism,Womens Studies,Gender,Psychology,Religion,Paganism",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441495250l/1008649._SY475_.jpg,62509349,https://goodreads.com/book/show/1008649.The_Crone,191,"The Crone: Woman of Age, Wisdom, and Power",75
Etienne Guerin DeForest,Paperback,"""Texas Biker Zombies From Outer Space"" is a choose your adventure style book set in the scenario of a zombie outbreak. Camaro Steve, or Boone as everybody calls him, is a cocaine addicted sociopath that traverses through the outbreak using hyper violence and hard drugs as his tools. You must decide how to navigate him through this apocalypse, and you have to make the decisions for him. Be careful though! Out of the many endings, only five of them don't end up with you dead or zombified. When 95% of the choices lead to your dead, choose your own adventure with caution.","Horror,Zombies,Gamebooks,Choose Your Own Adventure,Science Fiction,Horror,Horror,Bizarro Fiction,Science Fiction,Apocalyptic,Humor",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348957319l/10086541.jpg,615429017,https://goodreads.com/book/show/10086541-texas-biker-zombies-from-outer-space,156,Texas Biker Zombies From Outer Space,50
Thomas Percy,Paperback,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book.","Poetry,Medievalism,Romanticism,Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348949705l/10086567.jpg,1176928961,https://goodreads.com/book/show/10086567-reliques-of-ancient-english-poetry-volume-1,376,"Reliques of Ancient English Poetry, Volume 1",56
Vicki Noble,Paperback,"A spiritual guidance system with rituals to tap into and manifest feminine divine energy through the Motherpeace deck,â€¢ Contains over 20 rituals, exercises, and readings that integrate tarot with spiritual practice, rites, and celebrations ,â€¢ Demonstrates how ,Motherpeace, cards may be used to improve health, relationships, and personal insight; celebrate holidays; and commune with the divine forces of the universe ,â€¢ By the cocreator of the ,Motherpeace, deck (more than 200,000 copies sold) ,First printed during the crest of the womenâ€™s spirituality movement, the ,Motherpeace, deck created a sensation as a multicultural tarot designed specifically for women. Depicting people of color, older women, children, animals, and balanced roles for men and women, the ,Motherpeace, deck embraces images from ancient cultures and contemporary tribal peoples to convey the fundamental principles of cooperation, relatedness, egalitarianism, and ecstatic communion. ,Rituals and Practices with the Motherpeace Tarot ,offers a deep spiritual practice that taps into and manifests the divine feminine through ritual readings, rites of passage, daily meditative practice, and seasonal celebration. Vicki Noble teaches how to use the imagery of the ,Motherpeace, deck to read the past, present, and future; invoke good health on all planes; nurture healthy relationships; receive divine guidance during critical decision-making; and celebrate sacred holidays. Her book is a useful tool for both beginners and those with extensive knowledge of tarot.","Occult,Tarot,Spirituality",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391972646l/1008661.jpg,1591430089,https://goodreads.com/book/show/1008661.Rituals_and_Practices_with_the_Motherpeace_Tarot,208,Rituals and Practices with the Motherpeace Tarot,37
"Janet Tronstad,Debra Clopton",Paperback,"""A Dry Creek Family"" by Janet TronstadMaegan Shay is on a mission--to meet her long-lost niece, Lilly, in Dry Creek, Montana. When Maegan discovers she and Lilly share a special trait, the two grow close. Now the girl's handsome guardian, Clint Parker, fears he can't be what Lilly needs. Unless Maegan can show him what faith and family are all about.,""A Mother for Mule Hollow"" by Debra Clopton,Widowed mother Olivia Dancer arrives in Mule Hollow, Texas, to check on her nephew--and his single father. But gorgeous rancher Gabe McKennon isn't exactly welcoming, for reasons that break ""and"" touch Olivia's heart. Until they're both won over by the town matchmakers and a little boy who just wants a mama.","Category Romance,Love Inspired,Christian Fiction,Christian,Romance,Christian Romance,Romance,Westerns,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354559834l/10086678.jpg,373876610,https://goodreads.com/book/show/10086678-small-town-moms,214,"Small-Town Moms: A Dry Creek Family/A Mother for Mule Hollow (Mule Hollow, #17)",139
"Moazzam Begg,Victoria Brittain",Hardcover,"The searing story of one man's years inside the notorious American prison--and his Kafkaesque struggle to clear his name.,""Under the hood I felt I couldn't breathe properly....Flashing lights--obviously from soldiers' cameras taking trophy pictures--came and went in front of me, despite the hood's darkness. From beside me a voice said in Arabic, 'Shall we pray, brother?' A guard came and screamed in my ear, 'Shut up, motherfucker, if you speak again I'll kill you.'""--from ,Enemy Combatant,Guantanamo Bay, Cuba, has become a worldwide symbol of the dark side of America's War on Terror. Here, for the first time, is a powerful and moving story from the other side, the first detainee's account of life inside the notorious prison. A highly educated British Muslim, Moazzam Begg spent three years in U.S. custody, nearly two of them in Guantanamo, before being released without charge in January of 2005. ,Enemy Combatant,, written with respected UK journalist Victoria Brittain, is the wrenching narrative of Begg's detention, including his eighteen months in solitary confinement. Secretly abducted at midnight from his home in Afghanistan, held incommunicado in Kandahar and Bagram Air Force base, Begg was eventually flown to Guantanamo, where, like more than 800 Muslim men and boys--550 of whom remain in custody--he was held in shackles and the now-trademark orange prison uniform, subjected to relentless interrogations and abusive and degrading conditions.,A riveting, personal story by a thoughtful and eloquent man, ,Enemy Combatant, is a uniquely personal indictment of America's establishment of a global gulag that flouts the Geneva conventions--one of the great miscarriages ofjustice in our time.","Nonfiction,Politics,Biography,Autobiography,Memoir,History,Religion,Islam,Biography,Autobiography,Biography Memoir,War,The United States Of America",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347523034l/100866.jpg,1595581367,https://goodreads.com/book/show/100866.Enemy_Combatant,397,Enemy Combatant,132
Ben Hewitt,Hardcover,"
  ,
    ,Food recalls have become so ubiquitous we hardly even notice them. The massive peanut salmonella,contamination of 2008â€“2009 alone killed nine and sickened an estimated 22,500 people; only a few,weeks later, contaminated frozen cookie dough sent 35 people to the hospital. These tragic, inexcusable events to which no one is immune are but a symptom of a broader food system malaise.,
    ,Â ,
    ,In ,Making Supper Safe,, Ben Hewitt exposes the vulnerabilities inherent to the US food industry, where the majority of our processing facilities are inspected only once every seven years, and where government agencies lack the necessary resources to act on early warning signs. The most dangerous aspect of our food system isnâ€™t just its potential to make us acutely ill, but the ever expanding distance between us and our sources of nourishment.,
    ,Hewitt introduces a vibrant cast of characters and revolutionaries who are reinventing how we grow,,process, package, distribute, and protect our food, and even how we protect ourselves. He takes readers inside a food contamination trace-back investigation, goes dumpster diving, and talks to lawyers, policy makers, and families who have been affected by contaminated food. ,Making Supper Safe, explains why we should worry, but it is also a quest to understand how we can learn to trust our food again.,
  ,
","Nonfiction,Food and Drink,Food,Health,Food and Drink,Food Writing,Science,Agriculture",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316739377l/10086827.jpg,1605293091,https://goodreads.com/book/show/10086827-making-supper-safe,256,Making Supper Safe: Why We've Lost Trust in Our Food and How We Can Get it Back,84
"Margaret Sanger,Margaret Marsh",Paperback,"Margaret Sanger (1883-1966) was a leading figure in the American birth control movement. Trained as a nurse, she moved to New York City to work among the poor. Having witnessed firsthand the travails of mothers in the city's poorest neighborhoods, she felt the need to provide them with information on reproduction and contraception. She abandoned her nursing career and devoted the rest of her life to disseminating information on women's reproduction and contraception, publishing books and articles and founding birth control clinics. In ,Motherhood in Bondage,, first published in 1928, Sanger reproduced letters written to her from women and sometimes men from all over the country, in both urban and rural areas, who were seeking advice on reproductive matters and marital relations, but mostly imploring her to help them find ways to avoid more pregnancies. The letters are grouped by theme into sixteen chapters, and Sanger wrote an introduction to each chapter. In her new foreword for this edition, Margaret Marsh describes the controversies surrounding these letters and places them in their historical context. ,Margaret Marsh, is a professor of history at Rutgers University and Dean of the faculty of Arts and Sciences and the Graduate School for the Camden campus.","Feminism,Nonfiction,History,Health,Womens",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180198224l/1008701.jpg,081425036X,https://goodreads.com/book/show/1008701.Motherhood_in_Bondage,446,Motherhood in Bondage,64
Olivia Gates,Paperback,"He rescued hostage Talia Burke from his royal family's rival tribe and swept her into his strong embrace. But Prince Harres Aal Shalaan soon discovered there was more to the brave beauty than he knew. Talia held information vital to protecting his beloved kingdom -- and she had every reason ,not, to trust him.,Marooned together at a desert oasis, Talia couldn't resist Harres. Yet even as his sizzling seduction entranced her, his loyalty to his family and country would always make them enemies. Falling for the sheikh would be her heart's greatest mistake -- but she feared it was already too late.","Romance,Category Romance,Harlequin,Romance,Contemporary Romance,Harlequin,Harlequin Desire,Contemporary,Romance,Category Romance,Adult",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327882536l/10087199.jpg,373730829,https://goodreads.com/book/show/10087199-to-tempt-a-sheikh,185,To Tempt a Sheikh,65
Linda Garber,Paperback,"""Queer theory,"" asserts Linda Garber, ""alternately buries and vilifies lesbian feminism, missing its valuable insights and ignoring its rich contributions."" Rejecting the either/or choice between lesbianism and queer theory, she favors an inclusive approach that defies current factionalism. In an eloquent challenge to the privileging of queer theory in the academy, Garber calls for recognition of the historical--and intellectually significant--role of lesbian poets as theorists of lesbian identity and activism.,The connections, Garber shows, are most clearly seen when looking at the pivotal work of working-class lesbians/lesbians of color whose articulations of multiple, simultaneous identity positions and activist politics both belong to lesbian feminism and presage queer theory. ,Identity Poetics, includes a critical overview of recent historical writing about the women's and lesbian-feminist movements of the 1970s; discussions of the works of Judy Grahn, Pat Parker, Audre Lorde, Adrienne Rich, and Gloria Anzaldï¿½a; and, finally, a chapter on the rise and hegemony of queer theory within lesbigay studies.","Feminism,Poetry,Nonfiction,GLBT,Queer,History,LGBT,GLBT,Queer Studies,Philosophy,Theory,LGBT,Lesbian",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347321151l/1008787.jpg,231110332,https://goodreads.com/book/show/1008787.Identity_Poetics,304,"Identity Poetics: Race, Class, and the Lesbian-Feminist Roots of Queer Theory",77
"Hubert L. Dreyfus,Sean Dorrance Kelly",ebook,"An unrelenting flow of choices confronts us at nearly every moment of our lives, and yet our culture offers us no clear way to choose. This predicament seems inevitable, but in fact it's quite new. In medieval Europe, God's calling was a grounding force. In ancient Greece, a whole pantheon of shining gods stood ready to draw an appropriate action out of you. Like an athlete in â€œthe zone,â€ you were called to a harmonious attunement with the world, so absorbed in it that you couldnâ€™t make a â€œwrongâ€ choice. If our culture no longer takes for granted a belief in God, can we nevertheless get in touch with the Homeric moods of wonder and gratitude, and be guided by the meanings they reveal?,All Things Shining ,says we can. Hubert Dreyfus and Sean Dorrance Kelly illuminate some of the greatest works of the West to reveal how we have lost our passionate engagement with and responsiveness to the world. Their journey takes us from the wonder and openness of Homerâ€™s polytheism to the monotheism of Dante; from the autonomy of Kant to the multiple worlds of Melville; and, finally, to the spiritual difficulties evoked by modern authors such as David Foster Wallace and Elizabeth Gilbert.,Dreyfus, a philosopher at the University of California, Berkeley, for forty years, is an original thinker who finds in the classic texts of our culture a new relevance for peopleâ€™s everyday lives. His lively, thought-provoking lectures have earned him a podcast audience that often reaches the iTunesU Top 40. Kelly, chair of the philosophy department at Harvard University, is an eloquent new voice whose sensitivity to the sadness of the cultureâ€” and to what remains of the wonder and gratitude that could chase it awayâ€”captures a generation adrift.,Re-envisioning modern spiritual life through their examination of literature, philosophy, and religious testimony, Dreyfus and Kelly unearth ancient sources of meaning, and teach us how to rediscover the sacred, shining things that surround us every day. This book will change the way we understand our culture, our history, our sacred practices, and ourselves. It offers a newâ€”and very oldâ€”way to celebrate and be grateful for our existence in the modern world.","Philosophy,Nonfiction,Literature,History,Religion,Writing,Books About Books,Classics,Criticism,Literary Criticism,Criticism,Spirituality",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348914837l/10087892.jpg,1439101701,https://goodreads.com/book/show/10087892-all-things-shining,272,All Things Shining: Reading the Western Classics to Find Meaning in a Secular Age,12
Jeremy A. Bastian,Board book,"Adventures on and under the high seas lead a cursed pirate girl to encounter mythic creatures, gnarled and crusty pirates, and ghostly apparitions as she tries to find her lost father, one of the dreaded Pirate Captains of the mythical Omerta Seas. A whimsical swashbuckling tale of wonderland journeys and unimaginable dangers, starting in Port Elisabeth, Jamaica in the year 1728, and quickly heading acrossâ€”and beneathâ€”the waves. The first three issues of ,Cursed Pirate Girl, are collected in this edition with an all-new epilogue.","Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Fiction,Adventure,Pirates,Adventure,Graphic Novels Comics,Young Adult,Sequential Art,Bande DessinÃ©e,Art",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1375966566l/10087900.jpg,1450743706,https://goodreads.com/book/show/10087900-cursed-pirate-girl,120,"Cursed Pirate Girl: The Collected Edition, Volume One",80
Robert Hirsch,Paperback,"The classic book on color photography is back in print and completely revamped for a digital photography audience! ,Learn from step-by-step instruction, illustrative charts, and unbelievably inspirational imagery in this guide meant just for color photographers. World renowned artists give you insight as to ""how they did that"" and the author provides challenging assignments to help you take photography to a new level. ,With aesthetic and technical instruction like no other, this book truly is the bible for color photographers. ,Be sure to visit the companion website, featuring portfolios and commentary by contemporary artists: ,www.exploringcolorphotography.com,â€¢ completely rewritten for digital photographers ,â€¢ gorgeous images contributed by renowned photographers throughout the world ,â€¢ written by a well known photographer and instructor","Art,Photography,Art",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355038299l/10087917.jpg,240813359,https://goodreads.com/book/show/10087917-exploring-color-photography,339,Exploring Color Photography: From Film to Pixels,103
"John D. Morris,Ken Ham",Hardcover,This exciting new adventure will take you through the Garden of Eden and Noah's Ark to discover what really happened to God's magnificent creatures The Dinosaurs!,"Science,Animals,Dinosaurs,Childrens,Animals,Childrens,Picture Books,Academic,School,Nonfiction,History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347582995l/1008803.jpg,890511594,https://goodreads.com/book/show/1008803.What_Really_Happened_to_the_Dinosaurs_,32,What Really Happened to the Dinosaurs?,119
"Nick Spencer,Joe Eisma,Rodin Esquejo",Paperback,"Morning Glory Academy,One of the most prestigious prep schools in the country...But behind it's hallowed doors something sinister and deadly lurks. When six brilliant but troubled new students arrive, they find themselves trapped and desperately seeking answers...and escape from a place where nothing is what it seems to be!","Sequential Art,Graphic Novels,Sequential Art,Comics,Horror,Graphic Novels Comics,Mystery,Young Adult,Fiction,Fantasy,Comics,Comic Book,Science Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486028570l/10088114._SY475_.jpg,1607063077,https://goodreads.com/book/show/10088114-morning-glories-vol-1,188,"Morning Glories, Vol. 1: For a Better Future",76
Jeri Smith-Ready,Paperback,"Set in modern-day Washington, D.C., ,Requiem for the Devil, depicts the end of the Devil's ten-billion-year career. For the first time in his existence, Lucifer falls in love, and this event threatens to transform his identity and perhaps even his destiny. Gianna O'Keefe is the woman who drags him out of his ancient despair and points him toward possible salvation. Yet Lucifer's path from evil is neither straight nor smooth. Pursuing love means betraying his fellow fallen angels, the loyal friends who once followed him to damnation. Divine and infernal forces seem to conspire against his and Gianna's union. Lucifer's empire crumbles around him as he dares to defy the natural order and question his fate.","Fantasy,Fantasy,Urban Fantasy,Fantasy,Paranormal,Romance,Paranormal Romance,Paranormal,Angels,Fiction,Romance,Paranormal,Demons,Adult,Horror",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347235164l/1008820.jpg,759550077,https://goodreads.com/book/show/1008820.Requiem_for_the_Devil,387,Requiem for the Devil,106
Jennifer Hillier,Hardcover,"Pulsing with the dark obsession of Radioheadâ€™s song â€œCreep,â€ this taut thrillerâ€”Jennifer Hillierâ€™s superb debutâ€”rockets from its seductive opening to a heartpounding climax not easily forgotten.,If he canâ€™t have her . . .,Dr. Sheila Tao is a professor of psychology. An expert in human behavior. And when she began an affair with sexy, charming graduate student Ethan Wolfe, she knew she was playing with fire. Consumed by lust when they were together, riddled with guilt when they werenâ€™t, she knows the three-month fling with her teaching assistant has to end. After all, sheâ€™s finally engaged to a kind and loving investment banker who adores her, and sheâ€™s taking control of her life. But when she attempts to end the affair, Ethan Wolfe wonâ€™t let her walk away.,. . . no one else can.,Ethan has plans for Sheila, plans that involve posting a sex video that would surely get her fired and destroy her prestigious career. Plans to make her pay for rejecting him. And as she attempts to counter his every threatening move without her colleagues or her fiancÃ© discovering her most intimate secrets, a shattering crime rocks Puget Sound State University: a female student, a star athlete, is found stabbed to death. Someone is raising the stakes of violence, sex, and blackmail . . . and before she knows it, Sheila is caught in a terrifying cat-and-mouse game with the lover she couldnâ€™t resistâ€”who is now the monster who wonâ€™t let her go.","Thriller,Mystery,Suspense,Fiction,Thriller,Mystery Thriller,Thriller,Psychological Thriller,Mystery,Crime,Horror,Contemporary,Audiobook",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348414324l/10088219.jpg,1451625847,https://goodreads.com/book/show/10088219-creep,357,Creep,3
"Chuck Wendig,Matt McFarland",Hardcover,"Thralls of the Damned , , Slaves to the addictive taste of vampiric Vitae, ghouls trade servitude for that heady substance. Servitude, however, damns them far more than they know, as their unnatural craving drives them to ever greater desperation and depravity. Among those known as blood slaves, there's no such thing as ""just one fix."" , , Bound to the Night , , Ghouls examines the life and lot of those who serve vampiric masters. From in-depth rules on being a ghoul, to ghoul families and systems for creating them, to Vitae-fed plants known as mandragora, this book fully explores the effects of the Blood on mortal lives. Hardcover.","Games,Role Playing Games,Horror,Paranormal,Vampires",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180199038l/1008822.jpg,1588462560,https://goodreads.com/book/show/1008822.Ghouls,144,Ghouls,132
Greg Stolze,Paperback,"Persephone Moore has it all - looks, brains, ambition and an unquenchable hunger for the blood of the living. In this first novel for ,Vampire: The Requiem,, join the danse macabre of Chicago's undead. Persephone sees the city as a banquet and opportunity, but with every night she feels herself grow a little colder, a little more monstrous. How long will it be before her hunger consumes her completely?","Horror,Fantasy,Urban Fantasy,Paranormal,Vampires,Role Playing Games,World Of Darkness,Fantasy,Fiction,Fantasy,Paranormal",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348896796l/1008823.jpg,1588468623,https://goodreads.com/book/show/1008823.A_Hunger_Like_Fire,284,A Hunger Like Fire,106
"ShintarÅ Kago,é§•ç± çœŸå¤ªéƒŽ",Paperback,"äº‹ä»¶ã‚„äº‹æ•…ã®ç¾å ´ã‚’å†ç¾ã—è¢«å®³è€…ã®éœŠã‚’å‘¼ã³å‡ºã™,é™éœŠã‚¤ãƒ™ãƒ³ãƒˆ""ã‚¢ãƒŠãƒ¢ãƒ«ãƒ•ã‚©ã‚·ã‚¹ã®é¤¨""ã€‚,ç‰¹æ’®ã‚»ãƒƒãƒˆã®ä¸­ã§éžæ¥­ã®æ­»ã‚’é‚ã’ãŸç”·ã®éœŠã®é™éœŠã«æˆåŠŸã™ã‚‹ãŒã€,ã‚¤ãƒ™ãƒ³ãƒˆå‚åŠ è€…ã®ç”·å¥³6ã«äººãŒæ¬¡ã€…ã¨æ€ªæ­»ã‚’é‚ã’ã¦ã„ã...ã€‚","Sequential Art,Manga,Horror,Sequential Art,Comics,Sequential Art,Graphic Novels,Surreal,Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385838208l/10088246.jpg,4862529127,https://goodreads.com/book/show/10088246-anamorphosis,208,Anamorphosis,71
"L. King PÃ©rez,Robert Casilla",Hardcover,"All year long Chico and his family move up and down the state of California picking fruits and vegetables. Every September they pick grapes and Chico starts at a new school again. Often other children pick on him--maybe because he is always new or maybe because he speaks Spanish sometimes. Chico's first day in third grade turns out to be different. His teacher likes him right away, and she and his classmates are quick to recognize his excellent math skills. He may even get to go to the math fair! When the fourth-grade bullies confront Chico in the lunchroom, he responds wisely with strengths of his own. Readers of all backgrounds will relate to Chico's bravery and the creative way he finds to resolve conflict. This story of personal triumph is a testament to the inner strength in all of us.","Childrens,Picture Books,Academic,School,Realistic Fiction,Family,Cultural,Childrens,Science,Mathematics,Fiction,European Literature,Spanish Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180199048l/1008826.jpg,1584300450,https://goodreads.com/book/show/1008826.First_Day_in_Grapes,32,First Day in Grapes,32
John Terborgh,Paperback,"John Terborgh examines current conservation strategies and considers the shortcomings of parks and protected areas both from ecological and institutional perspectives. He argues that the greatest challenges of conservation are not scientific, but are social, economic, and political, and that success will require simultaneous progress on all fronts.","Nonfiction,Conservation,Environment,Nature,Environment,Science,Natural History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180199054l/1008827._SY475_.jpg,1559635886,https://goodreads.com/book/show/1008827.Requiem_for_Nature,256,Requiem for Nature,37
Leland Ryken,Paperback,"Originally published in 1611, the King James Bible (KJB) remains the most recognizable piece of literature in the English-speaking world today. For over three centuries, it served as ,the, standard English Bible and has, as such, exerted unparalleled influence on English and American culture in nearly every sphere--including education, law, literature, government, art, science, and religion.,The Legacy of the King James Bible, honors the 400th anniversary of the KJB's publication by telling its story--a drama that starts with the pioneering work of William Tyndale and progresses through half a dozen other popular translations. Leland Ryken, an expert on the Bible as literature, explores the excellence of the King James Bible by examining its status as the climax of a century of English Bible translations, its impression on the subsequent history of Bible translation, its inherent literary excellence, and its overall impact on English and American literature and culture. ,The Legacy of the King James Bible, will shed new light on the depth of the translation's merit and influence and offer insight as to what its role may be in the next 400 years.","History,Christian,Nonfiction,Church,Church History,Literature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369817722l/10088376.jpg,1433513889,https://goodreads.com/book/show/10088376-the-legacy-of-the-king-james-bible,272,The Legacy of the King James Bible: Celebrating 400 Years of the Most Influential English Translation,113
William Faulkner,Paperback,"This sequel to Faulkner's SANCTUARY written 20 years later, takes up the story of Temple Drake eight years after the events related in SANCTUARY.","Fiction,Classics,Literature,Literature,American,Literature,20th Century,Novels,American,Southern,Plays,Drama,Literary Fiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334525385l/1008839.jpg,394714121,https://goodreads.com/book/show/1008839.Requiem_for_a_Nun,245,Requiem for a Nun,49
